what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1355495241489
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1355495241645
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordNext",1355495250015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355495262477
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355495847057
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355526972492
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355526975036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527628075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527628525
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527838894
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527839155
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527847006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527847889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527915580
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527916592
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527930998
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527931812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527964353
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527985129
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527987866
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527988618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527993810
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355527994796
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355547633097
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355547633579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355547635522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355547636363
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355547903670
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355547904492
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355548118202
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355548118433
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355548119172
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355548119801
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355548122647
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355548123795
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355548131226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355548131689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355548142411
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355548143248
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355560117753
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1355560119911
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355560120086
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.TypeHierarchy",1355560122494
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.type.hierarchy",1355560122571
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355560123244
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1355560125400
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.open.editor",1355560125403
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1355560138104
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355560139793
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355560141995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355560142171
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1355560143788
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.goto.wordPrevious",1355560145859
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.select.wordNext",1355560146108
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1355560146492
